United_States_of_America,China,Germany,United_Kingdom,Japan,France,Korea__Republic_of,Italy,Canada,Netherlands,Mexico,Belgium,India,Spain,Singapore,Switzerland,Turkey,Thailand,Australia,Poland,Russian_Federation,Malaysia,Austria,Czech_Republic,Sweden,Brazil,Indonesia,Hungary,Philippines,Denmark,Ireland,Slovakia,South_Africa,Romania,Norway,Portugal,Israel,Finland,Chile,Greece,Colombia,New_Zealand,Peru,Slovenia,Bulgaria,Belarus,Lithuania,Kazakhstan,Croatia,Sri_Lanka,Tunisia,Luxembourg,Dominican_Republic,Guatemala,Ethiopia,Ecuador,Estonia,Costa_Rica,Uruguay,Tanzania__United_Republic_of
39506389,3699439,17331024,21237495,4184404,8973177,718983,4331907,1240825,6353192,923554,20533342,366531,3888697,846877,6637878,839241,262924,2187862,1074028,1237178,552110,781715,992086,3103425,644982,107875,506321,254692,1074346,0,227260,593711,421483,820731,801857,994272,682608,99437,432797,130115,183086,35929,86522,107179,24726,72906,103813,96392,11098,42113,85814,16386,8572,25581,23754,66675,45706,17600,22022
1437884,3457346,15034629,2419812,195471,4325937,140811,3949770,253588,1508713,120315,1103546,96553,1620861,53983,754312,893168,30672,168341,4314891,2958023,32020,4509551,8648624,1240478,158219,11556,5474195,2180,413375,73396,0,108459,1317343,392312,161126,94351,210171,12499,175530,15771,7614,7145,397049,391177,167116,141085,59536,210389,130,26837,94101,1306,472,2761,5047,80066,10608,1126,404
9623790,32095190,8043906,10330035,8472076,1354384,3105439,2776741,934992,1658421,705703,2627275,9329231,1478511,425115,1528141,1954586,1373377,867847,415779,463761,1091761,784494,405973,427379,911920,705777,71751,120501,70955,185256,27946,0,42365,487646,135960,103023,414754,90016,74530,47941,99070,78481,26475,28254,6118,4441,30293,15149,35854,10632,96865,4231,2252,93145,5661,46734,4302,252993,988151
1498106,947048,11689700,2124734,437745,4498622,371327,7370744,332400,1627809,137311,930476,349113,1209000,122411,392212,3801297,37931,67632,1432006,1724186,28837,1554925,1114959,395026,210249,39030,3242282,2825,190880,172491,672583,267534,0,435440,174166,145127,103778,35101,709200,17955,6845,11794,308097,2243947,42017,47811,218473,185989,4908,85847,24835,4015,27045,1312,11824,38758,5646,1511,1164
8551727,3621479,28664230,38084723,2349298,9522104,2594864,2641425,4389850,9609277,142646,6372840,867012,2321012,1016611,346454,796292,356686,520067,3337086,1904801,177434,855358,293609,14994913,800364,241971,24591,67819,4705941,1619841,57910,101144,167855,0,581055,122901,2435267,73268,133922,52766,34984,11262,49300,18793,97628,119206,54887,54669,9770,16081,37784,44214,113214,2464,19670,209065,15911,5472,74022
2671206,1162064,6563732,2890235,504122,6715702,100247,2169223,361358,2224619,519861,2058094,271226,14306634,126041,573453,606557,55566,152825,543603,491207,19010,694600,455104,642430,835726,53144,187258,5399,404158,173184,146357,139371,318232,284275,0,146852,356816,95729,175363,52255,16707,28671,63388,68084,14709,23673,11673,38095,2620,206128,86973,9050,4312,2380,17623,20149,8998,6789,990
23269737,3037705,2602416,3602018,1081242,1462538,683472,1440310,992574,2387317,541739,2946201,2548561,1075214,627736,533810,2057314,653934,650851,369694,1083963,0,281696,287342,153250,904460,11011,146011,166366,97471,93936,81240,343509,167830,128892,130571,0,106281,108675,284117,147963,68078,56906,36771,246274,61800,16536,125907,42704,64644,132,7123,23059,26348,19584,34048,22410,103176,13304,17345
4611767,4542073,9215764,3982546,1683937,3069570,935222,1952067,1717655,5385644,404225,2313937,1974621,1389839,414279,823439,1296728,361064,995505,2110648,5670314,306962,690674,512907,9436562,736806,500096,461228,142356,1632415,171477,180579,491344,245497,2303643,211433,291958,0,421760,309100,125879,140046,142223,124664,86189,139236,640430,247413,122153,17716,90255,45007,27425,9490,8345,64257,1735334,8016,44183,32830
9735525,20578293,2792815,961304,9822359,1750025,4857963,2868889,1930836,1461841,2101388,1370527,1829047,2068938,309840,70310,474341,357475,968649,215757,422167,261554,189373,60164,318535,4546953,372262,10519,80004,150668,82144,7174,114516,1962,108761,71376,58363,234595,0,361815,901631,56695,1342915,28556,9051,6928,9794,8710,5522,7214,3151,2776,75491,128412,3282,529108,13445,265144,135052,346
911190,353607,2724195,1080612,183850,1035245,90891,2938789,169932,649569,129747,463610,115706,739180,877599,162070,2568826,32195,153605,501169,583588,14403,253948,191838,217880,103174,67651,125240,2765,181137,49068,124340,40144,828341,51002,175852,263535,263895,8974,0,6150,20488,7629,221237,1818697,19895,20772,16110,80641,2793,88294,5828,1921,1799,11819,2222,11123,1562,3171,1132
23720047,2394851,2197120,1518817,700608,674603,380014,774297,808102,1593552,824512,846185,713425,1707662,505909,191744,678255,113187,48221,139732,158125,112656,31916,41800,67785,1383793,31956,28597,8443,29939,18021,7408,23483,15445,114818,343400,13379,93065,2210875,50170,0,10693,1467712,6205,79,7951,1242,3337,68536,499,16380,427,725115,596789,381,2108100,3413,655854,12046,817
3352481,4980969,975379,1453458,3110018,533670,1474131,369004,555967,424907,434740,448233,715951,215446,997256,98438,57704,587789,7829937,23624,215868,787682,104997,23690,64264,47206,729228,10640,544522,204995,56153,1414,195685,3731,47605,37200,11865,19329,53157,55500,7975,0,68114,1519,4107,6773,9345,2548,5143,272860,3873,2635,18539,17531,3047,4503,4325,3149,9169,3276
6905854,7864277,1972976,394494,2343489,478051,1950462,1343337,4455185,492892,582354,742435,429160,2329654,34082,52802,58487,305745,107452,55178,81710,7816,33395,19280,345172,1374310,51389,1698,135009,126919,17122,57566,19233,2667,272939,40280,8431,457602,2071032,30679,1024539,28453,0,3521,91461,2981,2820,1298,1972,1654,3922,626,60382,102224,227,915136,3473,91947,38743,22
563605,202040,6197811,582386,55600,1883602,102799,3527332,103111,411040,105856,256767,117653,321144,37572,363188,348936,47967,56663,710493,1133107,15309,2253411,634458,250213,75708,25972,1131588,6085,236955,15594,337849,40520,516899,112648,53986,224458,84841,10847,217729,17141,4740,3486,0,222913,67425,76933,57373,1412404,2502,13163,23092,1063,0,448,3620,37514,12163,4107,1554
433613,459982,2947302,469739,91841,1208260,140398,2920350,152430,476581,51884,1532374,97483,642609,268086,136101,2474621,38733,38572,447420,689050,25833,540362,266195,123562,79755,35058,280677,35553,115594,14410,124672,22439,2198363,59884,114258,62221,44213,10656,1748934,8120,5621,6860,189719,0,51726,42608,30709,142241,6224,60840,5095,2367,915,24084,10640,9901,858,4865,2181
374264,599466,914784,70305,14925,166300,9215,125872,36010,105468,21674,171709,119120,80612,180767,8358,183201,94752,3692,1356194,14508643,55912,29968,145939,335819,1478472,159642,84846,6303,40079,1045,114958,14646,139178,159340,9719,8010,193066,1876,141605,40879,368,2442,14174,34158,0,775467,623366,39532,9005,96,4253,247,5744,3470,10828,263198,9093,554,502
1093273,87607,2355506,897794,51850,1529659,24727,482025,609663,1983901,42146,391777,208087,362422,83516,53438,148101,9805,44067,1422111,1208134,22516,95973,162141,994148,9308,26771,95793,5650,523865,83834,50039,18229,78034,665813,84056,33338,353326,2874,28435,79720,13209,17259,11672,57190,295516,0,99978,24480,9943,2394,3710,2970,22078,18675,14665,1168293,7343,16263,3516
1714209,15349866,6213877,687501,761983,7173086,375799,4898194,2884538,1939244,681,57052,122562,1096993,3907,2179443,1995115,25129,6886,514345,6912746,971,1949854,580269,18692,77658,24985,111211,257,39287,4313,30389,2181,3186883,19647,1189166,2631,443574,103,1255732,1952,1359,585,23970,97632,136798,82170,0,4584,0,21115,0,49,0,0,14,188969,0,1068,29
458431,79531,1196575,157167,98395,398742,20296,2110357,27260,129425,14351,104156,29899,102559,21340,107647,310965,6425,24870,151104,339245,4135,876549,185706,62657,34302,4753,408139,3817,35095,10476,125018,27843,100184,58937,13998,4859,29202,2958,67226,1091,27297,3963,1277741,37955,23228,8246,14110,0,369,60890,4891,480,233,284,485,5263,7064,164,1253
2182609,152888,656705,1407208,271498,277417,82153,554377,163705,139582,129323,525044,717983,116161,142073,107978,128686,93118,122015,77209,389450,176649,60938,50977,65089,29883,120861,7987,11217,25085,64014,43894,29589,5638,38569,6213,45889,9999,38231,5084,14672,32479,9925,9899,1970,10296,4588,7168,10660,0,1209,1735,647,2182,712,10309,7852,1375,2413,3589
365341,219462,2113576,388322,156592,5603041,42658,3576584,53583,400579,32204,575426,143961,823461,8777,63313,249790,7485,16506,150204,100629,12873,179374,117352,37176,104408,14357,37389,543,11988,16939,150505,10888,94809,48007,36195,841,1203,3823,28890,4697,2516,4409,35873,12923,1589,120,3917,21354,60,0,5071,981,35,1797,39994,3568,156,1212,310
513178,309228,4127425,2108553,60472,2280307,39562,1180123,115881,1016473,91074,3160655,59142,669182,37223,269792,162527,45961,25550,414223,172648,27045,306044,324978,376436,52915,7887,93345,1065,175872,93264,54881,58107,69968,119057,89157,219747,93559,18794,136186,4375,5954,7393,73197,20069,13870,21753,16756,13029,201,5285,0,202,1155,194,5619,10759,776,508,3153
4312688,292447,177395,213770,99633,116245,96084,48138,150075,204749,144598,200070,8358,170701,23610,12091,13405,24777,20990,14610,15683,3852,21739,12317,7002,19666,9299,78,10873,1163,9463,3085,7563,363,12195,1812,2713,178,24320,1696,25475,2444,16197,1443,336,711,73,296,1800,0,496,985,0,83402,25,9935,4036,42951,2048,0
4977593,23345,146286,67358,274656,38685,219673,94568,408232,164828,543329,48148,7824,109222,18037,50100,9066,5129,12415,9544,66675,20948,6647,1896,12504,23770,41129,15,108,1759,1499,175,12536,2490,28544,8710,4777,21381,186253,795,55062,3746,87726,1677,1097,1121,1,98,634,21,23,44,129399,0,5846,21212,852,457271,1902,128
149423,292059,344352,67101,48508,83761,19730,119644,17640,72507,3278,185573,32654,12361,4077,45987,41799,9543,12713,9672,17598,641,8155,7328,48828,55,8360,459,145,1672,537,6010,5783,4486,15183,816,56356,10700,140,6828,16,3010,256,877,2231,333,219,17,1929,13,521,14,4,5,0,5,489,0,0,756
10033290,579890,700541,188633,559467,387264,30634,561159,226989,260308,129288,496922,55638,578521,10972,95397,102867,36331,18133,138338,1208130,67432,55126,41509,24196,95214,6479,8,3089,18690,2736,13871,73102,12166,42392,30786,8469,3409,1299005,91019,1065846,20653,1877982,37072,5437,26283,8963,27296,36979,12062,10680,878,37973,184022,603,0,964,20289,61093,0
996136,205417,748775,336059,123374,246082,57600,224616,91238,609033,31514,180347,168228,138523,213614,51635,368107,38157,52309,205841,990378,2996,66780,67304,3089513,94532,2772,26627,68,315439,7884,20573,48227,16640,551812,12892,13351,2218249,4725,7013,4057,1260,1535,8483,7693,71957,860223,25220,7796,2715,2567,2385,968,18940,7238,22135,0,3684,12807,10
10367071,3844030,555354,339424,238722,210782,184380,189447,480808,3674272,2650125,496351,159736,134354,656063,87980,79367,62167,133971,74521,101519,1351269,67966,119867,43801,445357,9422,1331,3590,2192,42621,13233,35197,2742,47793,75408,2690,423,29674,7810,57580,7404,28448,12485,162,6277,146,5955,7222,216,2276,4850,241688,455533,41,41311,3440,0,3657,133
304162,1413379,616582,198029,98532,86122,74954,177457,41357,159279,277256,42751,28521,244221,48235,43148,230884,41460,15292,40845,357588,8536,24968,17587,32933,1753511,17123,5210,53939,14919,5224,983,31511,5382,62981,120667,125602,8827,182761,1586,60105,1214,127273,2263,9388,2399,1443,1477,2465,401,52484,322,37904,66398,373,41630,3027,15185,0,1455
60724,489897,224928,61260,255928,55335,45093,105932,5399,120513,426,65006,255336,33960,29636,37550,21788,12327,5987,20778,49909,17419,6218,5650,3801,8,91916,482,329,6634,550,132,76225,6894,4352,27288,6408,10890,128,8830,0,2826,6,532,331,1638,4290,2733,241,681,2279,199,0,8,614,26,417,10,34,0
0,133765823,67187705,61329451,78216399,42557358,43652459,16280688,234075807,33945101,185683875,27659969,24105441,12558669,38725519,25440195,14130625,13033713,29386824,4995730,15505298,15884979,3504301,3003996,5292673,32613578,11614235,1902611,7590063,2542944,8285940,715256,7477005,1046286,4723002,1239482,9399851,2377463,18550528,735046,14140116,3566848,7931973,397551,222367,531231,314508,2119808,464210,234205,798567,2019097,6735238,6461996,386954,6773934,271275,9519474,1046785,239083
444386004,0,102389745,56267400,188500370,53458273,80782203,32162562,50764772,41012544,56936125,17348824,54140455,22671308,39168337,11072618,21295242,36956544,45996261,17258096,51767694,29723042,5467181,15672786,6621088,34251273,29387067,5412283,7136410,6405170,3550001,4855332,14610765,2687505,8077563,1789521,5322251,5882450,14351556,2944647,9564690,6248986,7814506,1173089,974318,2345021,681588,7497716,1487851,2567874,1685826,414382,1739727,1264958,2432872,2810684,1412969,1446073,1662458,1162893
111298413,91933081,0,83087742,24713995,115584149,17645261,70899284,14310175,79488585,13507763,61755178,14765654,34855867,10565369,64233457,21400614,5975744,11628403,40068798,38289660,7510586,72453090,35674359,28436360,14211671,4188549,23192912,1502634,18964931,4419848,13118407,10227624,12220182,10816254,8220118,4621142,9101808,2862274,5816040,2239577,1698262,1364740,5214856,3642897,2729502,3148408,2270490,2645561,319454,1684355,5459475,282067,267804,184562,589167,1709687,317516,247654,187469
56004751,16801247,53288010,0,7300646,29268649,6364279,12490467,8547842,35204130,2391965,23759621,6636115,12907443,6997941,13950830,5629455,2761693,6953421,4552065,8191608,2208298,2526162,2665027,10845275,3507514,1366327,1789767,289986,5036987,21133717,887301,3510446,1677220,5348744,2151867,2602017,2160447,892744,1449779,560647,1021566,327024,390093,469274,357818,706967,578987,305550,296678,322552,427506,104530,43857,93159,485655,748103,91421,97717,367982
150447023,177832336,29960903,13828517,0,11861579,64362822,4103418,15038601,12766129,17655206,8774430,12362967,3767704,23635881,5045931,3601427,49579946,19712941,2809345,15676090,20181275,1159781,2852355,1875606,7735456,22767831,1271525,6960940,410397,942670,1271657,4606252,335123,2047971,381313,1727483,939811,2578978,166544,1654100,2473652,1500150,62777,81439,179688,31661,904849,182259,554543,341780,357875,315977,276278,451252,727654,427140,560595,101674,518326
42533570,24124460,81826805,37745972,12838171,0,4927663,40615045,5020415,22398453,3471934,46015944,4342332,34213525,9124646,24269118,8589896,3217914,3946471,7499965,13806116,4215101,4678339,4410729,6913812,5918676,1926195,3404552,935887,2741919,2452982,2279633,2480264,3983108,2831209,4773466,1687881,2301776,1552271,2688495,1154134,744010,351324,1218649,958779,435478,724702,584257,649647,145115,4017498,3157604,139834,69221,212086,163476,380404,91924,189139,108912
60997693,168728402,10969242,4800024,40532147,4335537,0,3632846,6377843,3146727,13340966,1938717,13675087,2066258,25625758,883187,5660093,8970938,10201262,4445696,10976879,7965934,766628,3096410,1393080,9098526,11970371,1451726,4730848,452031,429902,7317936,2267186,505120,1130477,228776,1657942,1224627,2602278,2416472,1288116,1465643,1647963,1097190,120522,150858,45653,956686,138106,322656,507690,68923,166809,427220,216473,789883,134882,278749,177072,119575
38185434,16065665,61634046,22355945,9583039,48221380,4828363,0,5228623,10063908,5463036,12855791,5149393,20016717,3579870,27711604,13345874,2204912,5535815,9634941,13433189,1709044,11320062,5459669,4703824,6209210,1523930,4166795,315274,3339532,1005983,2392460,2569051,7711969,2435587,3771108,2779486,2029386,1264290,4891763,948463,637738,693016,5285596,2165911,951770,1022201,960401,3514072,294412,3467145,547359,259196,117810,478291,282310,477600,159431,152846,117187
327502570,23209148,5502311,18840455,12690507,4465609,5247041,2231640,0,2159189,9889853,2236275,2561283,1475626,1242727,1304259,953717,936225,2375970,516267,2473200,929834,383170,163657,476470,3073581,1810746,679371,332454,460974,332886,71587,710805,93264,2507308,187630,399714,443403,1031498,174780,1132704,465184,587673,134031,44397,34681,42776,203659,32450,310958,157459,152167,156570,93279,16247,307016,49210,235725,40910,111746
22897908,8703962,110213481,47729718,4914239,29457230,3994008,26423956,3550750,0,3561584,90805748,2621722,14170229,7841478,6819085,3660634,1153035,1999158,7247781,5979838,1621211,6805683,4904521,11689429,3106839,880230,3784434,324913,6708689,2981386,810895,1787452,2468690,3411383,3470445,2745472,3182331,393994,2866492,271359,331686,180883,868572,980911,447817,1759818,280370,433869,78881,351860,990420,98606,94246,103565,210636,496478,113914,106007,159328
279957417,9161025,5616998,2506182,4404160,1609762,2591487,1333614,25535745,2068995,0,1880014,3495937,7433774,1676879,1470137,867154,646270,2045944,338296,1094095,281925,112167,441590,78058,6074917,568439,499138,75967,181926,349088,73310,731378,181475,203836,195245,149553,227108,2603043,76551,6362176,204760,1674460,12359,38167,20427,11982,96378,26077,3733,54141,17357,951188,1915632,2682,888276,20140,1187066,292769,1099
17734070,9964754,48420038,28328933,2744133,50348751,1385935,18707598,1723264,48464503,984205,0,10244338,7595687,1254700,8484752,3690309,877729,1709398,4247060,4490432,860999,3634386,2399876,6206507,2074218,628139,2006389,306121,2770258,1229671,672990,1256419,1445145,1756834,1845728,3544947,1603146,436731,1697211,299468,229782,217883,562927,572843,325592,924827,201657,280846,362388,405609,5943936,65943,153548,152955,325540,302820,55299,37712,221643
41904468,18797191,9169346,9275819,7000142,6028307,6920826,4822060,2858998,5771129,2950912,5422246,0,3562652,12972914,1547355,5843638,3198161,2677047,1229685,3041318,3818909,436933,591661,751277,5042828,4305643,363881,717963,766657,469997,235470,4592401,467121,577041,432650,1936271,446492,718329,367860,1123796,339182,742366,286958,96480,231835,39438,336170,155847,3517048,380248,51287,113178,242677,1072742,442549,84768,89863,146875,880629
